ID,full_year_008,Date of publication(260_c_un_2641_c)
1073589,1982,19--
1073590,1982,19--
1074115,1982,19--
1074118,1982,19--
1074126,1981,19--
1074128,1981,19--
1074136,1981,19--
1074142,1981,19--
1074147,1981,19--
1074148,1981,19--
1074149,1981,19--
1074154,1981,19--
1075816,1930,19--
1075819,1930,19--
1075821,1930,19--
1075824,1930,19--
1075826,1930,19--
1075836,1888,18--
1075855,1911,19--
1075856,1911,19--
1075857,1911,19--
1075859,1911,19--
1075860,1911,19--
1075861,1911,19--
1075862,1911,19--
1075863,1911,19--
1075864,1911,19--
1076038,1911,19--
1076047,1886,19--
1076051,1886,19--
1076056,1886,19--
1076063,1886,19--
1076069,1886,19--
1076072,1886,19--
1076082,1903,19--
1076086,1903,19--
1076090,1903,19--
1076098,1943,19--
1076101,1943,19--
1076102,1943,18--
1076106,1943,19--
1076110,1943,19--
1076141,1943,19--
1076142,1943,19--
1076143,1943,19--
1076144,1943,19--
1076745,1899,19--
1076749,1899,19--
1076750,1899,19--
1076754,1899,19--
1076757,1899,19--
1076758,1899,19--
1076760,1899,19--
1076893,1943,19--
1077038,1903,19--
1077148,1903,19--
1077152,1903,19--
1077154,1903,19--
1077163,1941,19--
1077320,1911,19--
1077349,1911,19--
1077453,1911,19--
1077474,1911,19--
1077479,1911,19--
1077586,1974,19--
1078005,1930,19--
1078121,1988,19--
1078124,1988,19--
1078146,1988,19--
1078150,1897,19--
1078153,1897,19--
1078318,1897,19--
1078322,1897,19--
1078323,1897,19--
1078324,1897,19--
1078325,1897,19--
1078326,1897,19--
1078327,1897,19--
1078446,1983,19--
1078453,1983,19--
1078455,1983,19--
1078456,1983,19--
1078457,1983,19--
1078473,1983,19--
1078478,1983,19--
1078488,1982,19--
1078616,2022,19--
1078617,2022,19--
1078624,2022,19--
1078652,2022,19--
1078658,2022,19--
1078659,2022,19--
1078663,2022,19--
1078667,2022,19--
1078669,2022,19--
1078670,2022,19--
1078672,2022,19--
1078674,2022,19--
1078676,2022,19--
1078681,2022,19--
1078682,2022,19--
1078683,2022,19--
1078686,2022,19--
1078701,2022,19--
1078705,2022,19--
1078708,2022,19--
1078711,2022,19--
1078747,2022,19--
1078750,2022,19--
1078753,2022,19--
1078756,2022,19--
1078782,1937,19--
1078787,1937,19--
1078821,1937,19--
1078831,1937,19--
1079281,1982,19--
1079283,1982,19--
1079285,1982,19--
1079286,1982,18--
1079287,1982,18--
1079289,1982,19--
1079290,1982,19--
1080120,2021,19--
1080126,2021,19--
1080129,2021,19--
1080132,2021,19--
1080134,2021,19--
1080136,2021,19--
1080146,2021,19--
1080149,2021,19--
1080154,2021,19--
1080234,2021,19--
1080235,2021,19--
1080241,2021,19--
1080243,2021,19--
1080247,2021,19--
1080248,2021,19--
1080249,2021,19--
1080250,2021,19--
1080303,2021,19--
1080311,2021,19--
1080443,2021,19--
1080446,2021,19--
1080449,2021,19--
1080454,2021,19--
1080456,2021,19--
1080461,1929,19--
1080463,1929,19--
1080466,1901,19--
1080467,1901,19--
1080469,1884,1984
1080473,1891,19--
1080474,1891,19--
1080476,1881,19--
1080486,1881,19--
1080566,1924,19--
1080569,1888,19--
1080570,1888,19--
1080573,1894,19--
1080577,1894,19--
1080581,1894,19--
1080583,1894,19--
1080585,1894,19--
1080588,1894,19--
1080593,1894,19--
1080594,1894,19--
1080597,1904,19--
1080599,1904,18--
1080601,1901,19--
1080602,1901,19--
1080789,1929,19--
1080792,1899,19--
1080793,1899,189-
1080794,1899,19--
1080796,1899,19--
1080799,1899,19--
1080800,1899,19--
1080803,1983,19--
1080805,1983,19--
1082078,2022,19--
1082085,2022,19--
1082089,2022,19--
1082223,1958,19--
1082258,1958,19--
1082268,1958,19--
1082272,1958,19--
1082276,1958,19--
1082284,1958,19--
1082285,1958,19--
1082352,1958,19--
1082353,1958,19--
1082359,1958,19--
1082363,1958,19--
1082367,1958,19--
1082372,1958,19--
1082614,1958,19--
1082663,1958,19--
1082666,1958,19--
1082672,1958,19--
1082679,1958,19--
1082687,1958,19--
1083650,2022,19--
1083657,1984,19--
1083659,1984,19--
1083661,1984,18--
1083664,1984,19--
1083667,1984,19--
1083670,1984,19--
1083675,1984,19--
1083687,1984,19--
1083732,1984,19--
1083738,1984,19--
1083976,1984,19--
1083980,1940,19--
1083982,1940,19--
1083985,1940,19--
1083986,1940,19--
1083988,1940,19--
1083990,1940,19--
1084458,1940,19--
1084466,1940,19--
1084475,1940,19--
1084731,1939,19--
1084735,1939,19--
1084747,1940,19--
1084767,1924,19--
1084770,1924,19--
1084782,1926,1928
1085243,1974,19--
1085254,1980,19--
1085731,1990,19--
1085732,1990,19--
1085733,1990,19--
1085869,1948,19--
1085876,1941,19--
1085899,1941,19--
1085900,1941,19--
1085902,1941,19--
1085903,1941,19--
1085932,1969,19--
1086221,1969,19--
1086222,1969,19--
1086223,1969,19--
1086224,1969,19--
1086225,1969,19--
1086226,1969,19--
1086228,1969,19--
1086229,1969,19--
1086230,1969,19--
1086231,1969,19--
1086232,1969,19--
1086293,1943,19--
1086297,1943,19--
1086302,1943,19--
1086331,1943,19--
1086340,1943,19--
1086420,2022,19--
1086423,2022,19--
1086424,2022,19--
1086425,2022,19--
1086426,2022,19--
1086427,2022,19--
1086431,1984,19--
1086433,1984,19--
1086434,1984,19--
1086436,1984,19--
1087090,1984,19--
1087092,1984,19--
1087096,1984,19--
1087110,1984,19--
1087117,1984,19--
1087125,1984,19--
1087130,1984,19--
1087159,1984,19--
1087224,1984,19--
1087225,1984,19--
1087226,1984,19--
1087227,1984,19--
1087228,1984,19--
1087229,1984,19--
1087230,1984,19--
1087231,1984,19--
1087302,1984,19--
1087304,1984,19--
1087307,1984,19--
1087309,1984,19--
1087310,1984,19--
1087313,1984,19--
1087314,1984,19--
1087419,1984,19--
1087455,1984,19--
1087474,1984,19--
1087485,1984,19--
1087492,1984,19--
1087502,1984,19--
1087503,1984,19--
1087514,1984,19--
1087527,1984,izdošanas gads nav zināms
1087805,1984,19--
1088161,1915,19--
1088164,1915,19--
1088166,1915,19--
1088168,1985,19--
1088171,1985,19--
1088173,1985,19--
1088177,1985,19--
1088179,1985,19--
1088183,1985,19--
1088184,1985,19--
1088186,1985,19--
1088187,1985,19--
1088190,1985,19--
1088192,1985,19--
1088193,1985,19--
1088196,1985,19--
1088200,1985,19--
1088202,1985,19--
1088259,1985,19--
1088981,2022,19--
1088982,2022,18--
1088983,2022,19--
1088985,2022,19--
1088986,2022,19--
1088987,2022,19--
1089090,1985,19--
1089093,1985,19--
1089153,1985,19--
1089154,1985,19--
1089155,1985,19--
1089156,1985,19--
1089158,1985,19--
1089162,1985,19--
1089164,1985,19--
1089165,1985,19--
1089169,1985,19--
1089170,1985,19--
1089172,1985,19--
1089174,1985,19--
1089175,1985,19--
1089176,1985,19--
1089178,1985,19--
1089179,1985,19--
1089180,1985,19--
1089182,1985,19--
1089183,1985,19--
1089945,1906,19--
1089954,1906,189-
1089957,1906,19--
1089973,1925,19--
1089979,1925,19--
1089984,1925,19--
1089992,1925,19--
1089996,1925,19--
1090001,1925,19--
1090061,1925,19--
1090064,1925,19--
1090099,1943,19--
1090417,1992,19--
1090460,1890,19--
1090462,1890,18--
1090729,1890,19--
1090898,1899,19--
1090900,1899,19--
1090903,1899,19--
1090908,1899,19--
1090910,1899,19--
1090912,1899,19--
1090915,1899,19--
1090918,1899,19--
1090920,1899,19--
1090968,1985,18--
1090969,1985,18--
1090971,1880,19--
1090974,1901,1885
1090975,1901,19--
1090977,1883,19--
1090979,1883,19--
1090980,1883,19--
1090981,1883,19--
1090986,1889,18--
1090987,1889,19--
1091043,1925,19--
1091056,1927,19--
1091061,1882,19--
1091076,1888,18--
1091078,1888,19--
1091084,1888,19--
1091370,1888,19--
1091392,1888,19--
1092000,1985,19--
1092001,1985,19--
1092002,1985,19--
1092005,1985,19--
1092007,1985,19--
1092008,1985,19--
1092010,1985,19--
1092011,1985,19--
1092015,1985,19--
1092529,1936,19--
1092531,1936,19--
1092532,1936,19--
1092538,1973,19--
1092583,1895,19--
1092584,1895,19--
1092588,1895,19--
1092636,1895,19--
1093418,1895,19--
1093420,1895,19--
1093421,1895,19--
1093424,1895,19--
1093427,1895,19--
1093437,1895,19--
1093439,1895,19--
1093441,1895,19--
1093444,1895,19--
1093454,1943,19--
1093475,1943,nan
1093555,1943,19--
1093561,1943,19--
1093562,1943,19--
1093708,1943,19--
1093710,1862,19--
1093712,1910,19--
1093715,1899,19--
1093720,1986,19--
1093723,1986,19--
1093777,1986,19--
1093779,1986,19--
1093781,1986,19--
1093782,1986,19--
1093788,1898,19--
1093841,1986,19--
1093855,1986,19--
1093857,1986,19--
1094318,2021,19--
1094322,2021,19--
1095793,1986,191-
1095794,1986,19--
1095797,1986,19--
1095802,1900,19--
1095804,1900,19--
1095807,1903,19--
1095808,1903,19--
1095809,1903,19--
1095810,1903,19--
1095908,1987,1---
1095909,1987,19--
1095911,1987,19--
1095914,1898,19--
1096271,2022,19--
1096273,2022,19--
1096275,2022,19--
1096276,2022,19--
1096278,2022,18--
1096285,2022,19--
1096287,2022,19--
1096288,2022,19--
1096290,2022,19--
1096783,2022,19--
1096784,2022,19uu
1096785,2022,19--
1096789,1898,19--
1096790,1898,19--
1097808,2001,19--
1097812,1987,19--
1099576,1987,19--
1099579,1987,19--
1099582,1987,19--
1099591,1924,19--
1099593,1924,19--
1099600,1924,1---
1099604,1892,19--
1099606,1892,19--
1099610,1904,19--
1099611,1897,1894
1099613,1897,18--
1099619,1894,19--
1099620,1894,19--
1099623,1894,19--
1099637,1910,19--
1099639,1910,19--
1099644,1942,19--
1099645,1942,19--
1099649,1889,19--
1099652,1889,18--
1099655,1889,19--
1099659,1862,19--
1099664,1881,19--
1099671,1896,19--
1099680,1896,19--
1099683,1896,19--
1100024,1896,19--
1100026,1896,19--
1100033,1891,19--
1100037,1891,19--
1100041,1891,19--
1100044,1891,19--
1100045,1891,19--
1100057,1905,nan
1100157,1891,19--
1100166,1891,19--
1100469,1891,19--
1100481,1891,19--
1100487,1891,19--
1100512,1891,19--
1100514,1891,19--
1100515,1891,19--
1100536,1891,19--
1100537,1891,19--
1100538,1891,19--
1100540,1891,19--
1100542,1891,19--
1100544,1891,19--
1100548,1891,19--
1100566,1891,19--
1100592,1891,19--
1100596,1840,19--
1100598,1840,19--
1100601,1840,19--
1100604,1840,19--
1100606,1882,19--
1100643,1925,19--
1100645,1925,18--
1100647,1859,19--
1100649,1859,18--
1100654,1824,19--
1100656,1824,19--
1100668,1893,188-
1100712,1898,19--
1100716,1898,19--
1100719,1897,19--
1100721,1897,19--
1100722,1897,19--
1100726,1897,19--
1100730,1897,19--
1100733,1897,19--
1100735,1897,19--
1100736,1897,19--
1100875,1948,19--
1100906,1948,19--
1100911,1948,19--
1100914,1948,19--
1100937,1948,19--
1100947,1948,19--
1101061,1948,19--
1101065,1948,19--
1101068,1948,19--
1101070,1948,19--
1101072,1948,19--
1101075,1948,19--
1101077,1948,19--
1101177,1948,19--
1101186,1899,19--
1101408,2022,19--
1101698,1941,1947
1101902,1963,19--
1101904,1963,19--
1101908,1898,19--
1101909,1898,19--
1101911,1898,19--
1101914,1894,19--
1101917,1894,19--
1101919,1899,19--
1101969,1892,19--
1101974,1892,19--
1101977,1892,19--
1101979,1886,19--
1101987,1886,19--
1101999,1891,19--
1102001,1891,19--
1102003,1891,19--
1102004,1891,19--
1102005,1891,19--
1102007,1891,19--
1102008,1891,19--
1102009,1891,19--
1102010,1891,19--
1102014,1891,19--
1102016,1891,19--
1102018,1891,19--
1102038,1891,19--
1102198,1931,19--
1102204,1988,19--
1102206,1988,19--
1102209,1899,19--
1102211,1899,19--
1102212,1899,19--
1102218,1899,19--
1102220,1903,19--
1102302,1903,1931
1102305,1903,19--
1102307,1903,19--
1102312,1931,19--
1102322,1883,19--
1102335,1885,19--
1102337,1885,19--
1102352,1988,19--
1102355,1988,19--
1102357,1988,19--
1102358,1988,19--
1102359,1988,19--
1102360,1988,19--
1102546,1946,19--
1102549,1946,19--
1102553,1945,19--
1102554,1945,19--
1102754,1988,189u
1102755,1988,189-
1102756,1988,19--
1102757,1988,19--
1102903,1988,19--
1102911,1988,19--
1102915,1988,19--
1102923,1905,19--
1102930,1905,19--
1102943,1910,19--
1103838,1890,19--
1103866,1921,1921?
1103982,2021,19--
1104548,1932,19uu
1104623,1943,19--
1105024,1943,19--
1105179,1949,19--
1105229,1900,19--
1105236,1885,19--
1105237,1885,19--
1105265,1892,19--
1105274,1899,19--
1105287,1890,19--
1105290,1890,19--
1105291,1890,19--
1105300,1895,19--
1105311,1931,19--
1105314,1931,189-
1105315,1931,19--
1105326,1931,18--
1105334,1904,19--
1105336,1904,19--
1105338,1904,19--
1105348,1904,19--
1105424,1896,19--
1105467,1944,19--
1105478,1944,19--
1105916,1972,19--
1105918,1972,1---
1105919,1972,19--
1105925,1976,19--
1105939,1988,19--
1106566,1892,19--
1106720,1887,19--
1106721,1887,18--
1107020,1984,19--
1107030,1889,19--
1107032,1889,18--
1107037,1892,18--
1107038,1892,19--
1107040,1892,19--
1107044,1899,18--
1107049,1943,18--
1107050,1943,19--
1107055,1887,19--
1107248,1901,18--
1107254,1901,19--
1107255,1901,18--
1107257,1901,19--
1107258,1901,19--
1107261,1901,19--
1107267,1899,19--
1107271,1901,19--
1107273,1901,18--
1107281,1897,19--
1107316,1897,19--
1107324,1897,19--
1107326,1897,19--
1107331,1908,19--
1107335,1895,19--
1107336,1895,19--
1107338,1895,19--
1107341,1904,1905
1107620,1990,1989
1107636,1989,1901
1107652,1989,18--
1107655,1989,19--
1107659,1989,19--
1107662,1989,18--
1107664,1989,19--
1107669,1867,19--
1107672,1867,19--
1107674,1867,18--
1107682,1890,19--
1107683,1890,18--
1107684,1890,18--
1107688,1924,19--
1107689,1924,19--
1107692,1924,18--
1107723,1924,19--
1107839,1892,18--
1107840,1892,189-
1108139,1892,19--
1108150,1892,19--
1108556,2022,19--
1108641,2022,19--
1109506,1988,19--
1111001,1988,19--
1111454,1943,19--
1111461,1933,19--
1111462,1933,19--
1111464,1933,19--
1111467,1933,19--
1111983,1991,19--
1111996,1991,19--
1111997,1991,19--
1112002,1991,19--
1112130,1896,19--
1112132,1896,19--
1112159,1882,18--
1112169,1882,18--
1112302,1863,18--
1112303,1863,18--
1112304,1863,18--
1112305,1863,19--
1112320,1863,19--
1112323,1863,19--
1112326,1863,19--
1112413,1863,19--
1113204,1863,19--
1113205,1863,19--
1114423,2022,19--
1114424,2022,19--
1114426,2022,19--
1114427,2022,19--
1114429,2022,193u
1114434,2022,19--
1114437,2022,19--
1114955,2022,193-
1114956,2022,19--
1114960,1944,19--
1114961,1944,19--
1114963,1941,19--
1114964,1941,19--
1116632,2022,19--
1116662,2022,1927
1116695,1824,19--
1116696,1824,18--
1116698,1824,189-
1116699,1824,18--
1116700,1824,18--
1116800,1909,19--
1117456,2023,19--
1117458,2023,19--
1117461,2023,19--
1117513,2023,19--
1117515,2023,19--
1117517,1931,19--
1117618,1931,19--
1117671,1931,19--
1117706,1902,19--
1117723,1959,19--
1117724,1959,19--
1117727,1959,19--
1117729,1959,19--
1117732,1906,19--
1117736,1906,19--
1117740,1906,19--
1117744,1906,19--
1117957,1906,19--
1117964,1906,19--
1118217,1906,19--
1118218,1906,19--
1118231,1883,19--
1118238,1883,19--
1118240,1883,19--
1118242,1883,19--
1118247,1883,19--
1118249,1883,19--
1118254,1883,19--
1118257,1883,19--
1118260,1883,19--
1118263,1883,19--
1118265,1883,18--
1118271,1883,19--
1118398,1931,19--
1118399,1931,19--
1118401,1931,19--
1118405,1883,18--
1118406,1883,19--
1118408,1883,18--
1118409,1883,19--
1118589,1883,19--
1118590,1883,19--
1118591,1883,19--
1118592,1883,19--
1118593,1883,19--
1119218,1904,19--
1119221,1904,19--
1119222,1904,18--
1119228,1904,19--
1119231,1904,18--
1119237,1904,19--
1119240,1904,18--
1119511,2023,19--
1119515,2023,19--
1119519,2023,19--
1119520,2023,19--
1119526,2023,19--
1119587,1923,19--
1119589,1924,19--
1119593,1931,19--
1119882,1934,18--
1119883,1934,19--
1119885,1934,19--
1119886,1934,19--
1119887,1934,19--
1119888,1934,19--
1119889,1934,19--
1119890,1934,19--
1119891,1934,19--
1119892,1934,19--
1119893,1934,19--
1120110,2022,19--
1120120,1961,19--
1120125,1961,19--
1120126,1961,19--
1120128,1961,19--
1120131,1961,19--
1120135,1961,19--
1120138,1961,19--
1120140,1961,19--
1120142,1961,19--
1120146,1961,19--
1120148,1961,19--
1120153,1960,19--
1120156,1960,19--
1120158,1960,18--
1120159,1960,19--
1120160,1960,19--
1120162,1960,19--
1120165,1960,19--
1120180,1960,19--
1120184,1960,19--
1120583,1993,19--
1120587,1993,19--
1120622,1995,19--
1120736,1995,19--
1120740,1995,19--
1120747,1995,19--
1120752,1943,19--
1120755,1943,19--
1120767,1943,19--
1120771,1943,19--
1120774,1943,19--
1120782,1943,19--
1120788,1943,19--
1120801,1943,19--
1120806,1943,19--
1120818,1943,1926
1120829,1943,19--
1120833,1943,18--
1120839,1943,19--
1120910,1943,19--
1120913,1943,19--
1120915,1943,19--
1120917,1943,19--
1120922,1891,19--
1120923,1891,19--
1120926,1891,19--
1120928,1891,19--
1120933,1891,19--
1120935,1891,19--
1121385,1996,19--
1121805,1940,19--
1121874,1940,19--
1121882,1940,19--
1121889,1940,19--
1121900,1940,19--
1121927,1940,19--
1121931,1940,19--
1121941,1940,19--
1121947,1940,19--
1121957,1940,19--
1122060,1899,189-
1122067,1897,19--
1122069,1897,19--
1122082,1897,19--
1122085,1897,19--
1122086,1897,19--
1122092,1943,19--
1122094,1943,19--
1122096,1943,19--
1122099,1943,19--
1122100,1943,19--
1122102,1943,19--
1122107,1943,19--
1122494,1943,19--
1122589,1943,19--
1122720,1943,19--
1122723,1932,19--
1122737,1887,19--
1122745,1887,19--
1123330,1839,18--
1123343,1839,19--
1123347,1839,19--
1123387,1839,19--
1123389,1839,19--
1123390,1839,19--
1123391,1839,19--
1123393,1839,19--
1123395,1839,19--
1123459,2023,19--
1123470,1894,19--
1123475,2022,19--
1123509,1899,19--
1123547,1895,189-
1123550,1895,189-
1124167,2022,19--
1124217,2022,18--
1124333,2022,18--
1124423,2022,19--
1124431,1984,18--
1124432,1984,19--
1124440,1984,19--
1124441,1984,19--
1124538,1984,19--
1124542,1984,19--
1124550,1984,19--
1124555,1984,19--
1124593,1893,19--
1124597,1893,19--
1124611,1943,19--
1124622,1898,19--
1124626,1898,19--
1124630,1898,19--
1124723,1898,19--
1124725,1898,19--
1124730,1898,19--
1124735,1898,19--
1124987,1985,19--
1125022,1889,18--
1125025,1889,19--
1125259,1889,18--
1125697,2022,1900
1125779,2014,19--
1125784,2012,19--
1125831,2019,19--
1125838,1940,19--
1125855,1938,19--
1125869,1938,19--
1125883,2005,19--
1126908,1964,19--
1126909,1964,19--
1126910,1964,19--
1126912,1964,19--
1126919,1899,1883
1126920,1899,18--
1126926,1899,19--
1126936,1932,19--
1126938,1932,19--
1127024,1943,19--
1127045,1943,19--
1127060,1973,196-
1127064,1973,19--
1127278,1965,19--
1127406,2022,19--
1127411,1925,19--
1127412,1925,19--
1127417,1925,19--
1127419,1925,18--
1127422,1925,19--
1127589,2021,18--
1127659,2021,196-
1128317,1968,19--
1128594,1967,19--
1128595,1967,196-
1128688,2022,19--
1128691,2022,19--
1128694,2022,19--
1128705,2022,19--
1128712,1942,18--
1128716,2009,18--
1128717,2009,19--
1128736,2021,19--
1128738,2021,19--
1128742,2021,18--
1129179,2021,19--
1129414,1947,19--
1129427,1947,19--
1129434,1947,19--
1129440,1947,19--
1129486,1947,19--
1129508,1948,1957
1129512,1948,19--
1129597,1945,19--
1131348,2023,19--
1131735,2023,19--
1131812,2023,19--
1131815,2023,19--
1131817,2023,19--
1131829,1927,19--
1131830,1927,19--
1131831,1927,19--
1131832,1927,19--
1131833,1927,19--
1131839,1856,19--
1131882,1884,19--
1131895,1884,19--
1131930,1863,18--
1131961,1863,19--
1131974,1954,19--
1131981,1954,19--
1131985,1954,19--
1131987,1954,19--
1132042,1954,19--
1132062,1951,19--
1132065,1948,19--
1132066,1948,19--
1132067,1948,19--
1132151,1949,19--
1132157,1949,19--
1132332,1949,19--
1132337,1949,19--
1132339,1949,19--
1132346,1949,19--
1132353,1949,19--
1132356,1949,19--
1132358,1949,19--
1132374,1969,19--
1132376,1969,19--
1132524,2005,19--
1135160,1896,19--
1135208,1971,nan
1135239,1970,nan
1135245,1971,19--
1135265,1970,1971
1136052,1949,nan
1136069,1940,19--
1136070,1940,19--
1136074,1940,19--
1136093,1940,19--
1136094,1940,19--
1136096,1940,19--
1136097,1940,19--
1136098,1940,19--
1136102,1940,19--
1137152,1950,19--
1137156,1950,19--
1137171,1950,19--
1137252,1948,19--
1137260,1950,19--
1137262,1950,19--
1137347,1931,19--
1139178,1947,19--
1139228,1949,19--
1139232,1949,19--
1139651,1947,19--
1139760,1945,19--
1139761,1945,19--
1139763,1945,19--
1139773,1945,19--
1139774,1945,19--
1139775,1945,19--
1139776,1945,19--
1141398,2023,19--
1141400,2023,19--
1141402,2023,19--
1141403,2023,19--
1141404,2023,19--
1141406,2023,19--
1141408,2023,19--
1141410,2023,19--
1141411,2023,nan
1141412,2023,19--
1141416,1924,19--
1141417,1924,19--
1141419,1924,19--
1141432,1924,19--
1141435,1902,19--
1141436,1902,19--
1141437,1902,18--
1141438,1902,18--
1141680,1902,19--
1141722,1943,18--
1141725,1943,18--
1141726,1943,19--
1141749,1943,19--
1141773,2022,1---
1141778,2022,19--
1141899,2018,19--
1142009,1941,19--
1142078,1941,18--
1142089,1941,19--
1142091,1941,19--
1142111,1941,19--
1142112,1941,19--
1142113,1941,19--
1142114,1941,19--
1142471,1941,19--
1142484,1941,18--
1143106,1939,19--
1143115,1939,19--
1143133,1891,19--
1143138,1891,19--
1143144,1951,1949
1143149,1951,19--
1143164,1951,19--
1143171,1949,19--
1143174,1949,19--
1143202,1949,19--
1143208,1971,19--
1143211,1971,19--
1143212,1971,19--
1143213,1971,19--
1143215,1958,19--
1143302,1958,19--
1143935,1949,19--
1143939,1949,19--
1143990,1949,19--
1143992,1949,19--
1143994,1949,19--
1144801,2023,19--
1144802,2023,19--
1144804,2023,19--
1144805,2023,19--
1144822,2023,19--
1144826,2023,19--
1144835,1933,18--
1144838,1933,19--
1144841,1933,19--
1144929,1933,19--
1144932,1948,19--
1144934,1948,19--
1144942,1943,19--
1144947,1900,19--
1144948,1900,19--
1144949,1900,19--
1144950,1900,18--
1144951,1900,18--
1144952,1900,19--
1144953,1900,19--
1144954,1900,19--
1145290,1900,19--
1146104,1925,1923-1925
1146278,2023,19--
1146306,2023,19--
1146310,2021,19--
1146311,2021,19--
1146499,2022,19--
1146501,2022,19--
1146502,2022,19--
1146506,2017,19--
1146507,2017,19--
1146515,2023,19--
1146520,2023,19--
1146526,1971,19--
1146527,1971,19--
1146531,1971,19--
1146534,1971,19--
1146535,1971,19--
1146536,1971,19--
1146537,1971,19--
1146538,1971,19--
1146656,2014,19--
1146657,2014,19--
1146659,2014,19--
1146685,2014,19--
1146686,2014,19--
1146687,2014,18--
1146688,2014,19--
1146689,2014,18--
1146690,2014,19--
1146692,2014,19--
1146693,2014,19--
1146694,2014,19--
1146696,1883,19--
1146698,1883,19--
1146701,1883,19--
1146702,1883,19--
1146705,1883,19--
1146706,1883,1982
1146760,1883,19--
1146765,1883,19--
1148988,2023,19--
1148993,2023,19--
1149010,2009,19--
1149013,2009,19--
1149017,2009,19--
1149024,2019,19--
1149025,2019,19--
1149033,2019,19--
1149038,2019,19--
1149051,1956,19--
1149055,1956,19--
1149061,2023,19--
1149067,1941,19--
1149265,1972,19--
1149269,1972,19--
1149272,1849,19--
1149296,1972,19--
1149298,1972,19--
1149299,1972,19--
1149336,2018,19--
1149338,2018,19--
1149339,2018,19--
1149342,2018,19--
1149346,2018,19--
1149347,2018,19--
1149364,2018,19--
1149365,2018,19--
1150225,2023,19--
1151031,2006,19--
1151035,2006,19--
1151040,1943,19--
1151041,1943,19--
1151042,1943,19--
1151102,1953,19--
1151122,1945,19--
1151253,1945,19--
1151254,1945,19--
1151267,1945,19--
1151284,1945,19--
1151288,1945,19--
1151310,1945,19--
1151320,1945,19--
1151329,1945,19--
1151375,1945,19--
1151381,1945,19--
1151384,1945,19--
1151389,1945,19--
1151564,1945,19--
1151571,1948,19--
1151572,1948,19--
1151573,1948,19--
1151574,1948,19--
1151575,1948,19--
1151577,1972,19--
1151579,1939,19--
1151580,1939,19--
1151581,1939,18--
1151602,1939,19--
1151608,1939,19--
1151614,1939,19--
1151618,1939,19--
1151627,1972,19--
1151629,1972,19--
1151631,1972,19--
1151883,2007,198-
1152287,2007,19--
1152288,2007,19--
1152293,1895,19--
1152573,1963,19--
1152576,1963,19--
1152577,1963,19--
1152581,1963,19--
1152582,1963,19--
1152585,1963,19--
1152594,1949,19--
1152970,2023,18--
1152971,2023,18--
1152975,2023,18--
1152983,1880,19--
1152987,1880,19--
1152999,2023,18--
1153001,2023,18--
1153246,1944,19--
1153905,1940,19--
1153910,1938,19--
1154003,1944,19--
1155032,1943,19--
1155166,1950,19--
1155170,1950,19--
1155173,1950,19--
1155176,1950,19--
1155248,1937,19--
1155250,1937,19--
1155401,2022,19--
1155408,1950,19--
1155422,1950,19--
1155424,1950,19--
1155428,1973,19--
1155431,1973,19--
1155439,1973,19--
1155443,1973,19--
1155452,1973,19--
1155490,1973,19--
1155509,1972,19--
1155513,1969,19--
1156122,2022,19--
1156129,2023,2003
1156400,2021,19--
1156409,1943,19--
1156425,1949,19--
1156426,1949,19--
1156428,1949,19--
1156429,1949,19--
1156431,1949,19--
1156433,1949,19--
1156434,1949,19--
1157691,2023,19--
1157694,2023,19--
1157754,1903,19--
1157755,1903,19--
1157756,1903,19--
1157758,1903,19--
1157761,1973,19--
1157769,1937,19--
1157770,1937,19--
1157771,1937,19--
1157772,1937,19--
1157773,1937,19--
1157774,1937,19--
1157777,1897,19--
1157778,1897,19--
1157779,1897,19--
1157780,1897,19--
1157781,1897,19--
1157782,1897,19--
1157784,1897,19--
1157791,1939,19--
1157792,1939,19--
1158750,1973,19--
1158751,1973,19--
1158754,1973,19--
1158760,1973,19--
1158771,1939,19--
1158777,1940,19--
1158779,1940,19--
1158783,1940,19--
1159491,1914,19--
1159497,1914,19--
1159498,1914,19--
1159500,1914,19--
1159501,1914,19--
1159503,1914,19--
1159523,1974,19--
1159545,1973,19--
1159547,1973,19--
1159550,1943,19--
1159554,1943,19--
1159563,1943,19--
1159565,1943,19--
1159567,1943,19--
1159580,1943,19--
1159581,1943,19--
1159584,1943,19--
1159586,1943,19--
1159589,1943,19--
1159642,1943,19--
1159646,1943,19--
1159648,1943,19--
1159650,1902,19--
1159651,1902,19--
1159653,1902,19--
1159657,1902,19--
1159699,1902,19--
1159702,1902,19--
1159777,1974,19--
1159781,1974,19--
1159784,1974,19--
1159786,1974,19--
1159787,1974,19--
1159789,1974,18--
1159791,1974,19--
1159795,1974,19--
1159884,1949,19--
1159993,1949,19--
1160001,1949,19--
1160008,1949,19--
1160015,1949,19--
1160020,1949,19--
1160029,1949,19--
1160052,1949,19--
1160055,1949,19--
1160154,1949,19--
1160245,1949,19--
1160252,1949,19--
1160259,1949,19--
1160353,1895,19--
1160361,1895,19--
1160362,1895,19--
1160363,1895,19--
1161019,1963,19--
1161265,2012,19--
1161267,2012,19--
1161269,2012,19--
1161273,2022,19--
1161533,2014,19--
1161534,2014,19--
1161537,2014,19--
1161540,2014,19--
1161543,2014,19--
1161544,2014,19--
1161547,2014,19--
1161548,2014,19--
1161623,2014,19--
1161626,2014,19--
1161629,2014,19--
